user_id,event,timestamp
user_36,search,2025-01-30 00:10:00
user_36,view,2025-01-30 00:15:00
user_36,transaction,2025-01-30 00:20:00
user_36,session,2025-02-06 00:00:00
user_37,signup,2025-01-01 00:00:00
user_37,onboarding_complete,2025-01-01 00:05:00
user_38,signup,2025-01-27 00:00:00
user_38,onboarding_complete,2025-01-27 00:05:00
user_38,search,2025-01-27 00:10:00
user_38,view,2025-01-27 00:15:00
user_38,session,2025-02-03 00:00:00
user_39,signup,2025-01-01 00:00:00
user_39,onboarding_complete,2025-01-01 00:05:00
user_39,search,2025-01-01 00:10:00
user_39,view,2025-01-01 00:15:00
user_39,transaction,2025-01-01 00:20:00
user_39,session,2025-01-08 00:00:00
user_40,signup,2025-01-30 00:00:00
user_41,signup,2025-01-25 00:00:00
user_41,onboarding_complete,2025-01-25 00:05:00
user_41,search,2025-01-25 00:10:00
user_41,view,2025-01-25 00:15:00
user_41,session,2025-02-01 00:00:00
user_42,signup,2025-01-01 00:00:00
user_42,onboarding_complete,2025-01-01 00:05:00
user_42,search,2025-01-01 00:10:00
user_42,view,2025-01-01 00:15:00
user_42,transaction,2025-01-01 00:20:00
user_42,session,2025-01-02 00:00:00
user_43,signup,2025-01-01 00:00:00
user_43,onboarding_complete,2025-01-01 00:05:00
user_43,search,2025-01-01 00:10:00
user_43,view,2025-01-01 00:15:00
user_43,session,2025-01-02 00:00:00
user_44,signup,2025-01-19 00:00:00
user_45,signup,2025-01-27 00:00:00
user_45,onboarding_complete,2025-01-27 00:05:00
user_45,search,2025-01-27 00:10:00
user_45,view,2025-01-27 00:15:00
user_45,session,2025-02-03 00:00:00
user_46,signup,2025-01-16 00:00:00
user_46,onboarding_complete,2025-01-16 00:05:00
user_46,search,2025-01-16 00:10:00
user_46,view,2025-01-16 00:15:00
user_46,session,2025-01-17 00:00:00
user_47,signup,2025-01-21 00:00:00
user_48,signup,2025-01-28 00:00:00
user_48,onboarding_complete,2025-01-28 00:05:00
user_49,signup,2025-01-21 00:00:00
user_49,onboarding_complete,2025-01-21 00:05:00
user_49,session,2025-01-22 00:00:00
user_50,signup,2025-01-29 00:00:00
user_50,onboarding_complete,2025-01-29 00:05:00
user_51,signup,2025-01-18 00:00:00
user_51,onboarding_complete,2025-01-18 00:05:00
user_52,signup,2025-01-08 00:00:00
user_52,onboarding_complete,2025-01-08 00:05:00
user_52,search,2025-01-08 00:10:00
user_52,view,2025-01-08 00:15:00
user_52,session,2025-01-09 00:00:00
user_52,session,2025-01-11 00:00:00
user_52,session,2025-01-15 00:00:00
user_53,signup,2025-01-26 00:00:00
user_53,onboarding_complete,2025-01-26 00:05:00
user_54,signup,2025-01-16 00:00:00
user_54,onboarding_complete,2025-01-16 00:05:00
user_54,search,2025-01-16 00:10:00
user_54,view,2025-01-16 00:15:00
user_54,transaction,2025-01-16 00:20:00
user_54,session,2025-01-17 00:00:00
user_54,session,2025-01-23 00:00:00
user_55,signup,2025-01-07 00:00:00
user_55,onboarding_complete,2025-01-07 00:05:00
user_56,signup,2025-01-14 00:00:00
user_56,onboarding_complete,2025-01-14 00:05:00
user_57,signup,2025-01-28 00:00:00
user_57,onboarding_complete,2025-01-28 00:05:00
user_57,search,2025-01-28 00:10:00
user_57,view,2025-01-28 00:15:00
user_57,session,2025-01-29 00:00:00
user_57,session,2025-01-31 00:00:00
user_58,signup,2025-01-22 00:00:00
user_58,onboarding_complete,2025-01-22 00:05:00
user_58,search,2025-01-22 00:10:00
user_58,view,2025-01-22 00:15:00
user_58,transaction,2025-01-22 00:20:00
user_58,session,2025-01-25 00:00:00
user_58,session,2025-01-29 00:00:00
user_59,signup,2025-01-01 00:00:00
user_59,onboarding_complete,2025-01-01 00:05:00
user_59,search,2025-01-01 00:10:00
user_59,view,2025-01-01 00:15:00
user_59,session,2025-01-02 00:00:00
user_59,session,2025-01-08 00:00:00
user_60,signup,2025-01-30 00:00:00
user_60,onboarding_complete,2025-01-30 00:05:00
user_61,signup,2025-01-13 00:00:00
user_62,signup,2025-01-10 00:00:00
user_62,onboarding_complete,2025-01-10 00:05:00
user_63,signup,2025-01-28 00:00:00
user_63,onboarding_complete,2025-01-28 00:05:00
user_63,search,2025-01-28 00:10:00
user_63,view,2025-01-28 00:15:00
user_63,transaction,2025-01-28 00:20:00
user_63,session,2025-01-29 00:00:00
user_63,session,2025-01-31 00:00:00
user_64,signup,2025-01-01 00:00:00
user_64,onboarding_complete,2025-01-01 00:05:00
user_64,search,2025-01-01 00:10:00
user_64,view,2025-01-01 00:15:00
user_64,transaction,2025-01-01 00:20:00
user_65,signup,2025-01-21 00:00:00
user_65,onboarding_complete,2025-01-21 00:05:00
user_65,search,2025-01-21 00:10:00
user_65,view,2025-01-21 00:15:00
user_65,session,2025-01-22 00:00:00
user_65,session,2025-01-28 00:00:00
user_66,signup,2025-01-26 00:00:00
user_66,onboarding_complete,2025-01-26 00:05:00
user_66,session,2025-01-27 00:00:00
user_67,signup,2025-01-14 00:00:00
user_67,onboarding_complete,2025-01-14 00:05:00
user_67,search,2025-01-14 00:10:00
user_67,view,2025-01-14 00:15:00
user_67,transaction,2025-01-14 00:20:00
user_67,session,2025-01-17 00:00:00
user_67,session,2025-01-21 00:00:00
user_68,signup,2025-01-26 00:00:00
user_68,onboarding_complete,2025-01-26 00:05:00
user_68,search,2025-01-26 00:10:00
user_68,view,2025-01-26 00:15:00
user_68,transaction,2025-01-26 00:20:00
user_68,session,2025-01-27 00:00:00
user_68,session,2025-01-29 00:00:00
user_69,signup,2025-01-05 00:00:00
user_70,signup,2025-01-20 00:00:00
user_70,onboarding_complete,2025-01-20 00:05:00
user_71,signup,2025-01-01 00:00:00
user_71,onboarding_complete,2025-01-01 00:05:00
user_72,signup,2025-01-16 00:00:00
user_72,onboarding_complete,2025-01-16 00:05:00
user_72,search,2025-01-16 00:10:00
user_72,view,2025-01-16 00:15:00
user_72,session,2025-01-23 00:00:00
user_73,signup,2025-01-28 00:00:00
user_73,onboarding_complete,2025-01-28 00:05:00
user_74,signup,2025-01-12 00:00:00
user_74,onboarding_complete,2025-01-12 00:05:00
user_75,signup,2025-01-12 00:00:00
user_75,onboarding_complete,2025-01-12 00:05:00
user_75,search,2025-01-12 00:10:00
user_75,view,2025-01-12 00:15:00
user_75,transaction,2025-01-12 00:20:00
user_75,session,2025-01-13 00:00:00
user_75,session,2025-01-19 00:00:00
user_76,signup,2025-01-26 00:00:00
user_76,onboarding_complete,2025-01-26 00:05:00
user_76,session,2025-01-27 00:00:00
user_77,signup,2025-01-02 00:00:00
user_77,onboarding_complete,2025-01-02 00:05:00
user_77,search,2025-01-02 00:10:00
user_77,view,2025-01-02 00:15:00
user_77,session,2025-01-03 00:00:00
user_77,session,2025-01-09 00:00:00
user_78,signup,2025-01-25 00:00:00
user_78,onboarding_complete,2025-01-25 00:05:00
user_78,search,2025-01-25 00:10:00
user_78,view,2025-01-25 00:15:00
user_78,transaction,2025-01-25 00:20:00
user_79,signup,2025-01-16 00:00:00
user_79,onboarding_complete,2025-01-16 00:05:00
user_79,search,2025-01-16 00:10:00
user_79,view,2025-01-16 00:15:00
user_79,session,2025-01-23 00:00:00
user_80,signup,2025-01-23 00:00:00
user_80,onboarding_complete,2025-01-23 00:05:00
user_80,session,2025-01-24 00:00:00
user_81,signup,2025-01-17 00:00:00
user_81,onboarding_complete,2025-01-17 00:05:00
user_81,search,2025-01-17 00:10:00
user_81,view,2025-01-17 00:15:00
user_81,transaction,2025-01-17 00:20:00
user_81,session,2025-01-18 00:00:00
user_81,session,2025-01-20 00:00:00
user_81,session,2025-01-24 00:00:00
user_82,signup,2025-01-29 00:00:00
user_83,signup,2025-01-12 00:00:00
user_83,onboarding_complete,2025-01-12 00:05:00
user_84,signup,2025-01-20 00:00:00
user_84,onboarding_complete,2025-01-20 00:05:00
user_85,signup,2025-01-03 00:00:00
user_85,onboarding_complete,2025-01-03 00:05:00
user_85,search,2025-01-03 00:10:00
user_85,view,2025-01-03 00:15:00
user_85,transaction,2025-01-03 00:20:00
user_85,session,2025-01-10 00:00:00
user_86,signup,2025-01-21 00:00:00
user_86,onboarding_complete,2025-01-21 00:05:00
user_86,search,2025-01-21 00:10:00
user_86,view,2025-01-21 00:15:00
user_86,session,2025-01-22 00:00:00
user_86,session,2025-01-28 00:00:00
user_87,signup,2025-01-18 00:00:00
user_88,signup,2025-01-09 00:00:00
user_88,onboarding_complete,2025-01-09 00:05:00
user_88,session,2025-01-10 00:00:00
user_89,signup,2025-01-07 00:00:00
user_89,onboarding_complete,2025-01-07 00:05:00
user_89,search,2025-01-07 00:10:00
user_89,view,2025-01-07 00:15:00
user_89,transaction,2025-01-07 00:20:00
user_89,session,2025-01-10 00:00:00
user_90,signup,2025-01-06 00:00:00
user_91,signup,2025-01-16 00:00:00
user_92,signup,2025-01-22 00:00:00
user_92,onboarding_complete,2025-01-22 00:05:00
user_93,signup,2025-01-04 00:00:00
user_93,onboarding_complete,2025-01-04 00:05:00
user_94,signup,2025-01-12 00:00:00
user_94,onboarding_complete,2025-01-12 00:05:00
user_94,search,2025-01-12 00:10:00
user_94,view,2025-01-12 00:15:00
user_94,session,2025-01-13 00:00:00
user_94,session,2025-01-15 00:00:00
user_94,session,2025-01-19 00:00:00
user_95,signup,2025-01-28 00:00:00
user_95,onboarding_complete,2025-01-28 00:05:00
user_96,signup,2025-01-09 00:00:00
user_96,onboarding_complete,2025-01-09 00:05:00
user_97,signup,2025-01-25 00:00:00
user_97,onboarding_complete,2025-01-25 00:05:00
user_97,search,2025-01-25 00:10:00
user_97,view,2025-01-25 00:15:00
user_97,session,2025-01-26 00:00:00
user_97,session,2025-02-01 00:00:00
user_98,signup,2025-01-13 00:00:00
user_98,onboarding_complete,2025-01-13 00:05:00
user_99,signup,2025-01-11 00:00:00
user_100,signup,2025-01-04 00:00:00
user_100,onboarding_complete,2025-01-04 00:05:00
user_101,signup,2025-01-09 00:00:00
user_101,onboarding_complete,2025-01-09 00:05:00
user_101,search,2025-01-09 00:10:00
user_101,view,2025-01-09 00:15:00
user_101,session,2025-01-12 00:00:00
user_102,signup,2025-01-11 00:00:00
user_102,onboarding_complete,2025-01-11 00:05:00
user_103,signup,2025-01-12 00:00:00
user_103,onboarding_complete,2025-01-12 00:05:00
user_103,search,2025-01-12 00:10:00
user_103,view,2025-01-12 00:15:00
user_103,transaction,2025-01-12 00:20:00
user_103,session,2025-01-15 00:00:00
user_103,session,2025-01-19 00:00:00
user_104,signup,2025-01-28 00:00:00
user_104,onboarding_complete,2025-01-28 00:05:00
user_105,signup,2025-01-22 00:00:00
user_105,onboarding_complete,2025-01-22 00:05:00
user_105,search,2025-01-22 00:10:00
user_105,view,2025-01-22 00:15:00
user_105,transaction,2025-01-22 00:20:00
user_105,session,2025-01-25 00:00:00
user_105,session,2025-01-29 00:00:00
user_106,signup,2025-01-03 00:00:00
user_106,onboarding_complete,2025-01-03 00:05:00
user_107,signup,2025-01-15 00:00:00
user_108,signup,2025-01-10 00:00:00
user_109,signup,2025-01-18 00:00:00
user_109,onboarding_complete,2025-01-18 00:05:00
user_109,search,2025-01-18 00:10:00
user_109,view,2025-01-18 00:15:00
user_109,transaction,2025-01-18 00:20:00
user_109,session,2025-01-21 00:00:00
user_110,signup,2025-01-11 00:00:00
user_110,onboarding_complete,2025-01-11 00:05:00
user_110,search,2025-01-11 00:10:00
user_110,view,2025-01-11 00:15:00
user_110,session,2025-01-18 00:00:00
user_111,signup,2025-01-03 00:00:00
user_111,onboarding_complete,2025-01-03 00:05:00
user_111,search,2025-01-03 00:10:00
user_111,view,2025-01-03 00:15:00
user_111,transaction,2025-01-03 00:20:00
user_112,signup,2025-01-03 00:00:00
user_112,onboarding_complete,2025-01-03 00:05:00
user_113,signup,2025-01-10 00:00:00
user_113,onboarding_complete,2025-01-10 00:05:00
user_113,search,2025-01-10 00:10:00
user_113,view,2025-01-10 00:15:00
user_113,transaction,2025-01-10 00:20:00
user_113,session,2025-01-11 00:00:00
user_113,session,2025-01-13 00:00:00
user_113,session,2025-01-17 00:00:00
user_114,signup,2025-01-01 00:00:00
user_114,onboarding_complete,2025-01-01 00:05:00
user_115,signup,2025-01-08 00:00:00
user_115,onboarding_complete,2025-01-08 00:05:00
user_115,search,2025-01-08 00:10:00
user_115,view,2025-01-08 00:15:00
user_115,transaction,2025-01-08 00:20:00
user_115,session,2025-01-11 00:00:00
user_116,signup,2025-01-12 00:00:00
user_116,onboarding_complete,2025-01-12 00:05:00
user_117,signup,2025-01-16 00:00:00
user_117,onboarding_complete,2025-01-16 00:05:00
user_117,search,2025-01-16 00:10:00
user_117,view,2025-01-16 00:15:00
user_118,signup,2025-01-28 00:00:00
user_119,signup,2025-01-18 00:00:00
user_119,onboarding_complete,2025-01-18 00:05:00
user_119,search,2025-01-18 00:10:00
user_119,view,2025-01-18 00:15:00
user_119,transaction,2025-01-18 00:20:00
user_119,session,2025-01-21 00:00:00
user_120,signup,2025-01-24 00:00:00
user_121,signup,2025-01-30 00:00:00
user_121,onboarding_complete,2025-01-30 00:05:00
user_122,signup,2025-01-04 00:00:00
user_122,onboarding_complete,2025-01-04 00:05:00
user_123,signup,2025-01-20 00:00:00
user_123,onboarding_complete,2025-01-20 00:05:00
user_124,signup,2025-01-13 00:00:00
user_124,onboarding_complete,2025-01-13 00:05:00
user_124,search,2025-01-13 00:10:00
user_124,view,2025-01-13 00:15:00
user_124,transaction,2025-01-13 00:20:00
user_124,session,2025-01-16 00:00:00
user_125,signup,2025-01-11 00:00:00
user_125,onboarding_complete,2025-01-11 00:05:00
user_125,session,2025-01-12 00:00:00
user_126,signup,2025-01-24 00:00:00
user_126,onboarding_complete,2025-01-24 00:05:00
user_127,signup,2025-01-18 00:00:00
user_127,onboarding_complete,2025-01-18 00:05:00
user_127,search,2025-01-18 00:10:00
user_127,view,2025-01-18 00:15:00
user_127,session,2025-01-19 00:00:00
user_127,session,2025-01-21 00:00:00
user_127,session,2025-01-25 00:00:00
user_128,signup,2025-01-06 00:00:00
user_128,onboarding_complete,2025-01-06 00:05:00
user_128,search,2025-01-06 00:10:00
user_128,view,2025-01-06 00:15:00
user_128,transaction,2025-01-06 00:20:00
user_128,session,2025-01-07 00:00:00
user_129,signup,2025-01-09 00:00:00
user_129,onboarding_complete,2025-01-09 00:05:00
user_129,search,2025-01-09 00:10:00
user_129,view,2025-01-09 00:15:00
user_129,session,2025-01-12 00:00:00
user_129,session,2025-01-16 00:00:00
user_130,signup,2025-01-17 00:00:00
user_130,onboarding_complete,2025-01-17 00:05:00
user_131,signup,2025-01-29 00:00:00
user_132,signup,2025-01-15 00:00:00
user_132,onboarding_complete,2025-01-15 00:05:00
user_132,search,2025-01-15 00:10:00
user_132,view,2025-01-15 00:15:00
user_132,session,2025-01-16 00:00:00
user_132,session,2025-01-18 00:00:00
user_133,signup,2025-01-14 00:00:00
user_133,onboarding_complete,2025-01-14 00:05:00
user_133,search,2025-01-14 00:10:00
user_133,view,2025-01-14 00:15:00
user_133,session,2025-01-21 00:00:00
user_134,signup,2025-01-18 00:00:00
user_134,onboarding_complete,2025-01-18 00:05:00
user_134,search,2025-01-18 00:10:00
user_134,view,2025-01-18 00:15:00
user_134,transaction,2025-01-18 00:20:00
user_134,session,2025-01-19 00:00:00
user_134,session,2025-01-21 00:00:00
user_134,session,2025-01-25 00:00:00
user_135,signup,2025-01-25 00:00:00
user_135,onboarding_complete,2025-01-25 00:05:00
user_135,search,2025-01-25 00:10:00
user_135,view,2025-01-25 00:15:00
user_135,session,2025-01-26 00:00:00
user_135,session,2025-01-28 00:00:00
user_135,session,2025-02-01 00:00:00
user_136,signup,2025-01-10 00:00:00
user_136,onboarding_complete,2025-01-10 00:05:00
user_136,search,2025-01-10 00:10:00
user_136,view,2025-01-10 00:15:00
user_136,transaction,2025-01-10 00:20:00
user_137,signup,2025-01-17 00:00:00
user_137,onboarding_complete,2025-01-17 00:05:00
user_137,search,2025-01-17 00:10:00
user_137,view,2025-01-17 00:15:00
user_137,transaction,2025-01-17 00:20:00
user_137,session,2025-01-24 00:00:00
user_138,signup,2025-01-27 00:00:00
user_139,signup,2025-01-05 00:00:00
user_140,signup,2025-01-21 00:00:00
user_140,onboarding_complete,2025-01-21 00:05:00
user_140,search,2025-01-21 00:10:00
user_140,view,2025-01-21 00:15:00
user_140,transaction,2025-01-21 00:20:00
user_140,session,2025-01-22 00:00:00
user_140,session,2025-01-24 00:00:00
user_140,session,2025-01-28 00:00:00
user_141,signup,2025-01-24 00:00:00
user_142,signup,2025-01-23 00:00:00
user_142,onboarding_complete,2025-01-23 00:05:00
user_142,search,2025-01-23 00:10:00
user_142,view,2025-01-23 00:15:00
user_143,signup,2025-01-11 00:00:00
user_144,signup,2025-01-06 00:00:00
user_145,signup,2025-01-30 00:00:00
user_145,onboarding_complete,2025-01-30 00:05:00
user_146,signup,2025-01-15 00:00:00
user_146,onboarding_complete,2025-01-15 00:05:00
user_146,search,2025-01-15 00:10:00
user_146,view,2025-01-15 00:15:00
user_146,session,2025-01-16 00:00:00
user_147,signup,2025-01-20 00:00:00
user_147,onboarding_complete,2025-01-20 00:05:00
user_147,search,2025-01-20 00:10:00
user_147,view,2025-01-20 00:15:00
user_147,transaction,2025-01-20 00:20:00
user_147,session,2025-01-23 00:00:00
user_148,signup,2025-01-11 00:00:00
user_149,signup,2025-01-13 00:00:00
user_149,onboarding_complete,2025-01-13 00:05:00
user_149,search,2025-01-13 00:10:00
user_149,view,2025-01-13 00:15:00
user_149,transaction,2025-01-13 00:20:00
user_149,session,2025-01-14 00:00:00
user_149,session,2025-01-16 00:00:00
user_150,signup,2025-01-13 00:00:00
user_150,onboarding_complete,2025-01-13 00:05:00
user_150,search,2025-01-13 00:10:00
user_150,view,2025-01-13 00:15:00
user_150,transaction,2025-01-13 00:20:00
user_150,session,2025-01-14 00:00:00
user_150,session,2025-01-16 00:00:00
user_150,session,2025-01-20 00:00:00
user_151,signup,2025-01-06 00:00:00
user_151,onboarding_complete,2025-01-06 00:05:00
user_151,search,2025-01-06 00:10:00
user_151,view,2025-01-06 00:15:00
user_151,session,2025-01-13 00:00:00
user_152,signup,2025-01-24 00:00:00
user_153,signup,2025-01-02 00:00:00
user_153,onboarding_complete,2025-01-02 00:05:00
user_153,search,2025-01-02 00:10:00
user_153,view,2025-01-02 00:15:00
user_153,session,2025-01-09 00:00:00
user_154,signup,2025-01-09 00:00:00
user_154,onboarding_complete,2025-01-09 00:05:00
user_155,signup,2025-01-05 00:00:00
user_155,onboarding_complete,2025-01-05 00:05:00
user_156,signup,2025-01-04 00:00:00
user_156,onboarding_complete,2025-01-04 00:05:00
user_156,search,2025-01-04 00:10:00
user_156,view,2025-01-04 00:15:00
user_156,session,2025-01-05 00:00:00
user_157,signup,2025-01-29 00:00:00
user_157,onboarding_complete,2025-01-29 00:05:00
user_158,signup,2025-01-25 00:00:00
user_158,onboarding_complete,2025-01-25 00:05:00
user_158,search,2025-01-25 00:10:00
user_158,view,2025-01-25 00:15:00
user_158,session,2025-01-26 00:00:00
user_158,session,2025-01-28 00:00:00
user_159,signup,2025-01-06 00:00:00
user_160,signup,2025-01-07 00:00:00
user_160,onboarding_complete,2025-01-07 00:05:00
user_160,session,2025-01-08 00:00:00
user_161,signup,2025-01-15 00:00:00
user_161,onboarding_complete,2025-01-15 00:05:00
user_161,search,2025-01-15 00:10:00
user_161,view,2025-01-15 00:15:00
user_161,session,2025-01-18 00:00:00
user_161,session,2025-01-22 00:00:00
user_162,signup,2025-01-05 00:00:00
user_162,onboarding_complete,2025-01-05 00:05:00
user_162,search,2025-01-05 00:10:00
user_162,view,2025-01-05 00:15:00
user_162,transaction,2025-01-05 00:20:00
user_162,session,2025-01-08 00:00:00
user_163,signup,2025-01-22 00:00:00
user_163,onboarding_complete,2025-01-22 00:05:00
user_163,search,2025-01-22 00:10:00
user_163,view,2025-01-22 00:15:00
user_163,session,2025-01-23 00:00:00
user_163,session,2025-01-25 00:00:00
user_164,signup,2025-01-05 00:00:00
user_164,onboarding_complete,2025-01-05 00:05:00
user_164,search,2025-01-05 00:10:00
user_164,view,2025-01-05 00:15:00
user_164,session,2025-01-06 00:00:00
user_165,signup,2025-01-26 00:00:00
user_165,onboarding_complete,2025-01-26 00:05:00
user_165,search,2025-01-26 00:10:00
user_165,view,2025-01-26 00:15:00
user_165,transaction,2025-01-26 00:20:00
user_165,session,2025-02-02 00:00:00
user_166,signup,2025-01-15 00:00:00
user_166,onboarding_complete,2025-01-15 00:05:00
user_167,signup,2025-01-08 00:00:00
user_167,onboarding_complete,2025-01-08 00:05:00
user_167,session,2025-01-09 00:00:00
user_168,signup,2025-01-28 00:00:00
user_168,onboarding_complete,2025-01-28 00:05:00
user_168,search,2025-01-28 00:10:00
user_168,view,2025-01-28 00:15:00
user_168,session,2025-01-31 00:00:00
user_169,signup,2025-01-17 00:00:00
user_169,onboarding_complete,2025-01-17 00:05:00
user_170,signup,2025-01-29 00:00:00
user_170,onboarding_complete,2025-01-29 00:05:00
user_171,signup,2025-01-01 00:00:00
user_171,onboarding_complete,2025-01-01 00:05:00
user_172,signup,2025-01-22 00:00:00
user_172,onboarding_complete,2025-01-22 00:05:00
user_172,search,2025-01-22 00:10:00
user_172,view,2025-01-22 00:15:00
user_172,transaction,2025-01-22 00:20:00
user_172,session,2025-01-23 00:00:00
user_172,session,2025-01-29 00:00:00
user_173,signup,2025-01-21 00:00:00
user_173,onboarding_complete,2025-01-21 00:05:00
